pagina,id_doc,remetente,destinatario,data,tipo_doc,onomastico,memo_resumo
6744,CO_4448,Candido Portinari,Aníbal Machado,26/12/1941,Carta,Archibald MacLeish,Relata as dificuldades encontradas para voltar ao Brasil (época da II Guerra Mundial). Comenta haver promessa de Rockefeller de conseguir-lhes passagem de avião para o mês de janeiro de 1942. Mostra-se satisfeito com seu trabalho para a Biblioteca do Congresso.
6746,CO_4449,Candido Portinari,Archibald MacLeish,/11/1940,Carta,null,Trata de assuntos referentes à execução da decoração para a Fundação Hispânica da Biblioteca do Congresso.
6749,CO_4451,Candido Portinari,Olegário Mariano,12/09/1929,Carta,Carlos Domingues,"Transmite impressões de sua viagem a Paris, pelo prêmio de viagem. Comenta notícias enviadas por Olegário sobre o Salão de Belas Artes."
6778,CO_4461,Candido Portinari,Pierre Mathieu,15/10/1960,Carta,null,"Informa a distribuição que deu às ilustrações (do livro ""Terra da promissão"", de André Maurois), aguardando aprovação. Comenta estar realizando os esboços."
6779,CO_4462,Candido Portinari,José Pacheco de Medeiros,15/01/1954,Carta,null,"Trata de assuntos relativos ao empréstimo da obra ""Ceia"" para a exposição que está sendo organizada no Museu de Arte de São Paulo."
6781,CO_4463,Candido Portinari,José Pacheco de Medeiros,/07/1949,Carta,null,"Acusa recebimento de carta e de cheque. Comunica que a obra ""Ceia"" será iniciada brevemente."
6782,CO_4464,Candido Portinari,José Pacheco de Medeiros,01/11/1949,Carta,Luiz Portinari,"Diz ter sabido, por Lói (Luiz Portinari), que a obra ""Ceia"" ficou muito bem colocada. Solicita o envio do pagamento da ""Paisagem"", devido às despesas com preparativos da viagem à Europa. Avisa que a ""Cabeça de Jesus"" já pode ser pega, em sua casa."
6783,CO_4465,Candido Portinari,José Pacheco de Medeiros,/  /1949,Carta,null,"Descreve a técnica que está usando na execução da ""Ceia"". Comenta a polêmica gerada pelo sucesso do painel ""Tiradentes""."
6788,CO_4469,Candido Portinari,Júlio de Mesquita Filho,/09/1961,Carta,null,"Desculpa-se, informando que, só quando retornar da Europa, poderá fazer os retoques no retrato da sra. Júlio Mesquita."
6789,CO_4470,Candido Portinari,Júlio de Mesquita Filho,/  /1952,Carta,null,"Fornece as dimensões, a composição, o orçamento e as condições de pagamento da obra encomendada para o novo edifício do jornal ""O Estado de S. Paulo""."
6790,CO_4471,John B. Adams,Julius Fleishman,18/09/1940,Carta,Eugenia Delarova,"Sugere que o Ballet Russo acrescente, ao seu repertório, um número de balé brasileiro, inspirado nas pinturas de Portinari, com cenários e figurinos criados pelo mesmo artista e com música de Francisco Mignone. Comenta que Vera Pereira já está estudando esta possibilidade, tendo escrito uma sinopse intitulada ""Espantalho""."
6791,CO_4472,Candido Portinari,Flávio Motta,20/09/1955,Carta,Carleton Sprague Smith,"Comenta o trabalho dos painéis da ONU e que, para descansar, está ilustrando o ""D.Quixote"". Diz estar enviando cópia de carta de Carleton Sprague Smith, pedindo que Flávio tente providenciar a foto do quadro solicitado, uma vez que o mesmo encontra-se em São Paulo."
6795,CO_4476,Candido Portinari,José Bonifácio Coutinho Nogueira,31/01/1958,Carta,Julio Senna,"Agradece as palavras elogiosas, dizendo-se satisfeito por ter pintado o retrato da sra. Nogueira. Informa que logo terminará as novas obras encomendadas, mas pede autorização para enviá-las à Bienal do México, entregando-as, definitivamente, ao retornarem."
6797,CO_4478,Candido Portinari,Juscelino Kubitschek,18/12/1943,Carta,null,"Informa que não lhe será possível executar as pinturas para a Igreja, mas que os desenhos para os azulejos estão concluídos e ao inteiro dispor."
6803,CO_4481,Candido Portinari,Francisco Inácio Peixoto,/02/1949,Carta,null,"Diz estar enviando fotos do mural, informando estar trabalhando intensamente."
6804,CO_4482,Candido Portinari,Francisco Inácio Peixoto,/10/1949,Carta,José Pacheco de Medeiros,"Acusa recebimento de carta, a respeito de um pedido de Niemeyer sobre o ""Tiradentes"". Agradece a liberdade na execução do mural. Comenta o sucesso alcançado, destacando um artigo publicado na revista ""Il Tempo"", da Itália. Informa estar terminando a ""Ceia"" para José Pacheco de Medeiros e que, depois, seguirá para a Europa."
6806,CO_4483,Candido Portinari,Francisco Inácio Peixoto,/08/1949,Carta,null,"Agradece a acolhida, mostrando-se encantado com as realizações e as preocupações intelectuais da cidade de Cataguases. Acusa recebimento de carta, confirmando a encomenda e enviando cheque. Confirma as condições de pagamento do restante."
6808,CO_4484,Candido Portinari,Daniel Pereira,02/03/1953,Carta,José Olympio,"Acusa recebimento de carta. Informa ter concluído o retrato de Maria Elizabeth. Comenta que as pinturas da Igreja de Batatais já estão sendo colocadas, para a inauguração no dia 14 de março de 1953. Diz estar contando com a presença deles, dos amigos Lúcia e Otávio e de José Olympio."
6811,CO_4485,Candido Portinari,Octavio Méndez Pereira,18/09/1952,Carta,null,"Diz estar enviando o cheque recebido, pedindo que Octavio atualize a data do mesmo, uma vez que não pôde ser descontado por haver sido emitido há 6 meses atrás. Comenta estar muito ocupado com os trabalhos para a ONU."
6813,CO_4487,Candido Portinari,Wolfgang Pfeiffer,29/04/1952,Telegrama,null,"Diz não concordar com a escolha do trabalho a ser enviado para exposição no Japão e Chile. Sugere ""Retirantes"", do Museu de Arte de São Paulo."
6814,CO_4488,Candido Portinari,Menotti Del Picchia,/11/1959,Carta,null,"Parabeniza o escritor pelo ""Juca Mulato"", agradecendo o envio do exemplar nº 0 e a dedicatória. Justifica-se pela ausência à festa (de lançamento do livro ilustrado), devido a seu estado de saúde."
6828,CO_4497,Candido Portinari,Luiz Portinari,/  /1941,Bilhete,null,"Lista materiais de trabalho, livros e desenhos já executados, para o irmão levar para Washington (objetivando os trabalhos para a Fundação Hispânica da Biblioteca do Congresso)"
6834,CO_4502,Candido Portinari,José de Queiroz Lima,01/02/1941,Carta,William R. Valentiner,"Comenta, indignado, artigo publicado no jornal ""O Estado de S. Paulo"", onde se afirma que todas as exposições de seus quadros, realizadas nos Estados Unidos, foram organizadas pelo comissariado brasileiro da Feira Mundial de Nova York. Diz estar bastante indignado pois vê, como mérito de seu sucesso, o fato de ter conseguido ser convidado sem a interferência de ninguém. Manifesta vontade de responder a tais afirmações. Comenta, ainda, a beleza da Capelinha da ""Nonna""."
6837,CO_4503,Candido Portinari,José de Queiroz Lima,22/09/1941,Carta,Archibald MacLeish,"Comenta já ter conversado com os responsáveis da Biblioteca do Congresso, que estão arranjando uma bolsa para pagar os trabalhos de decoração da Fundação Hispânica. Diz estar enviando cópia de carta de MacLeish."
6839,CO_4504,Candido Portinari,José de Queiroz Lima,07/12/1941,Carta,Archibald MacLeish,"Comenta já estar no último mural (da Fundação Hispânica da Biblioteca do Congresso) e que MacLeish mostra-se satisfeito. Conta que Rochefeller, recomendado por Valentiner,  comprou alguns quadros, incluindo os retratos dos filhos."
6843,CO_4506,Candido Portinari,Jayme de Barros,/06/1956,Carta,João Neves da Fontoura,"Acusa recebimento de cópia da carta enviada à ONU, agradecendo a participação e o empenho do amigo para a realização das obras. Comenta o sucesso de sua exposição em Israel, que será apresentada em Paris e, talvez, na Itália. Diz ter tido notícias favoráveis ao artigo de Jayme para a revista ""O Cruzeiro""."
6846,CO_4508,Candido Portinari,José de Queiroz Lima,/01/1941,Carta,Raul Bopp,"Informa ter começado a pintar a Capelinha da ""Nonna"". Comenta que Raul Bopp vai passar o carnaval em Brodowski, com eles, convidando o casal Queiroz Lima a ir também."
6847,CO_4509,Maria Portinari,Juracy de Queiroz Lima,/  /1941,Carta,Florence Horn,"Comenta que Florence Horn ficou encantada com Queiroz Lima. Diz que irão a São Paulo, breve, pois a condessa Matarazzo quer fazer o retratos dos dois filhos, homens. Conta que terminou as pinturas da Capelinha da ""Nonna""."
6849,CO_4511,Candido Portinari,Graciliano Ramos,06/06/1946,Carta,Luiz Carlos Prestes,"Comenta a estadia em Paris, por ocasião da mostra na Galerie Charpentier."
6851,CO_4512,Candido Portinari,Graciliano Ramos,28/01/1946,Carta,null,Comenta assuntos políticos.
6859,CO_4517,Candido Portinari,Paulo Rossi Osir,02/10/1950,Carta,null,"Acusa recebimento de carta.Trata das modificações sugeridas por Rossi, para viabilizar a execução dos azulejos idealizados por Portinari, para o Conjunto Residencial do Pedregulho. Concorda com algumas sugestões e discorda de outras."
6861,CO_4518,Maria Portinari,Carmen de Saavedra,16/02/1948,Carta,null,"Comenta o trabalho intenso que vem tendo com o quadro ""A Primeira Missa"", para o Banco Boavista, relacionando as etapas necessárias à idealização da obra (reler a história do Brasil, consultar livros sobre indumentárias da época, etc). Comenta as saudades que sente do Brasil, especialmente de Brodowski. Manifesta seus sonhos de um mundo mais justo, com menos miséria, fome e doenças."
6866,CO_4520,Candido Portinari,Francisco Inácio Peixoto,08/07/1949,Carta,null,"Informa sobre a conclusão da obra ""Tiradentes"", que já agradou a quantos viram-na. Comenta que o Museu de Arte Moderna do Rio de Janeiro informou já ter autorização para exibição do painel. Deseja autorização para entregá-lo. Diz que o de São Paulo fez pedido idêntico, sendo encaminhado por ele, Portinari, para fazer contato com Peixoto."
6877,CO_4529,Candido Portinari,Carleton Sprague Smith,18/09/1955,Carta,null,"Acusa recebimento de carta. Informa que ""Os Retirantes"" a que ele se refere pertence ao Museu de Arte de São Paulo e que está escrevendo carta a Flávio Motta, diretor do museu, solicitando fotografia a cores dessa obra, conforme solicitado."
6878,CO_4530,Candido Portinari,Robert Smith,03/06/1940,Carta,null,"Em resposta à solicitação de Robert, informa que enviará pelo correio uma coleção de fotos de obras. Comenta que sua exposição em Detroit já está pronta."
6895,CO_4534,Eugenio Luraghi,Abrahão Koogan,21/01/1957,Carta,null,"Trata de assuntos relativos à edição do livro de desenhos de Portinari (""Israel"")"
6896,CO_4535,Candido Portinari,Odorico Tavares,/11/1953,Carta,Clemente Mariani,"Acusa recebimento de telegrama. Justifica-se por não ter respondido antes às cartas que Odorico enviou, por estar acompanhando os trâmites legais, a respeito dos painéis para a ONU. Informa que dois dos quadros solicitados já foram vendidos, fornecendo os preços dos outros dois. Quanto à exposição na Bahia, acha difícil, por estar comprometido com o Museu de Arte de São Paulo."
6898,CO_4536,Candido Portinari,Odorico Tavares,10/06/1954,Carta,Maria Portinari,"Comenta problemas de saúde, agora diagnosticado como intoxicação por determinadas tintas. Comunica que Maria não quer se desfazer da obra ""Barca"". Informa que será editado, na Itália, um livro sobre seus trabalhos."
6900,CO_4538,Candido Portinari,Danilo Trelles,14/03/1949,Carta,Enrico Gras,"Acusa recebimento de notícias. Deseja sucesso no Festival de Veneza. Conta ter estado adoentado e que, após melhora, está trabalhando muito no mural ""Tiradentes"". Comenta não ter notícias de Amorim, remetendo cópia de carta de Moussinac."
6901,CO_4539,Candido Portinari,William R. Valentiner,/  /1941,Carta,Archibald MacLeish,"Justifica-se pela demora em escrever, devido ao fato de estar esperando notícias de que os quadros haviam sido retirados no Brasil (na volta dos Estados Unidos). Informa já estar em Washington para executar os murais para a Fundação Hispânica da Biblioteca do Congresso."
6904,CO_4541,Candido Portinari,Mem Sardinha Xavier da Silveira,16/11/1959,Carta,null,"Trata de assuntos pessoais. Informa que terminou as ilustrações para a Gallimard (para o livro ""O poder e a glória""). Faz considerações sobre a má interpretação da arte moderna."
6907,CO_4543,Candido Portinari,Getulio Vargas,03/10/1941,Carta,Archibald MacLeish,"Comunica que os estudos para a decoração da Biblioteca do Congresso foram aprovados pelo sr. MacLeish e pelo arquiteto do Capitólio, o que lhe permitirá começar logo os trabalhos. Agradece o apoio moral e material prestado pelo governo."
6910,CO_4545,Candido Portinari,Rosalita Mendes de Almeida,12/07/1930,Carta,Palaninho,"Trata-se de carta nostálgica, onde recorda a figura do caipira Palaninho, com o qual identifica-se e ao qual pretende pintar, representando a sua terra, da qual mostra-se bastante saudoso. Descreve Brodowski e suas recordações de lá."
6951,CO_4549,Ida Portinari Fabbri,Maria Portinari,09/10/1940,Carta,null,"Trata de assuntos pessoais e familiares. Fala sobre a viagem dos Portinaris e comenta a visita do Bispo de Ribeirão Preto à Capelinha da ""Nonna""."
6957,CO_4552,Baptista Portinari,Candido Portinari,05/07/1942,Carta,null,"Trata de assuntos pessoais e familiares, comentando as constantes visitas ao ""Santo Antônio"" (pintado na igreja da praça de Brodowski)"
7070,CO_4617,Ida Portinari Fabbri,Maria Portinari,/12/1955,Carta,null,Trata de assuntos pessoais e familiares. Diz ter sabido que Portinari já está terminando os painéis da ONU. Formula votos de boas-festas.
7106,CO_4637,Eugenio Luraghi,Candido Portinari,24/03/1960,Carta,Pinchas E. Lapide,"Diz estar enviando a tradução, em português, da apresentação do novo livro a ser publicado, pedindo a opinião de Portinari. Relata encontro, em Milão, com o sr. Lapide, onde falaram a respeito das ilustrações que Portinari fez para o livro dele, Lapide."
7121,CO_4646,Eugenio Luraghi,Abrahão Koogan,09/03/1957,Carta,null,"Trata de assuntos relativos à edição do livro de desenhos de Portinari (""Israel""). Corrige-se, no teor de cartas anteriores, quanto ao número de clichés em preto e branco - são 45 e não 55."
7136,CO_4655,Luiz Portinari,Maria Portinari,15/08/1941,Carta,Florence Horn,Comenta assuntos pessoais e familiares. Trata do envio de obras de Portinari para os Estados Unidos
7138,CO_4657,Luiz Portinari,Maria Portinari,14/06/1946,Carta,null,"Informa que recebeu o dinheiro da ""Via Sacra"" da Pampulha e que ficaram prontas as tiragens de ""O alienista"" e da gravura de Manoel de Abreu. Trata de assuntos pessoais, reclamando da falta de notícias."
7140,CO_4658,Luiz Portinari,Maria Portinari,08/08/1946,Carta,Paul Hannaux,"Trata de assuntos pessoais e familiares. Relata visita do pintor Paul Hannaux. Conta que Marques Rebelo devolveu os quadros que participaram de uma exposição, manifestando interesse em adquirir um deles."
